16466730_7_12	SCAP	16466730_7_35	FH	3399	f
23337395_11_13	MMP1	23337395_11_15	NFKB1	3400	f
19339244_4_13	FGFR1	19339244_4_23	FRS2	3401	t
22780915_4_32	HMOX1	22780915_4_6	IL1B	3402	f
17263791_5_16	FGA	17263791_5_28	FGB	3403	t
24347824_13_4	CD4	24347824_13_8	CD28	3404	f
22100250_8_12	PLIN5	22100250_8_18	LPL	3405	\N
25552651_8_17	ABO	25552651_8_7	F5	3406	f
25539786_8_27	CAD	25539786_8_37	CP	3407	f
18220701_8_11	CXCL16	18220701_8_7	CCL5	3408	f
10199836_7_28	CD14	10199836_7_36	CD36	3409	f
27482882_3_11	T	27482882_3_9	ABCG1	3410	f
27122209_6_2	CD4	27122209_6_5	T	3411	f
16968550_3_5	UCP2	16968550_3_7	UCP3	3412	f
15910848_10_26	TG	15910848_10_30	LPL	3413	f
20946972_5_19	GAL	20946972_5_38	PML	3414	f
25014035_5_12	FH	25014035_5_28	PCSK9	3415	f
23115616_6_28	ABCA1	23115616_6_30	ABCG1	3416	\N
12825176_3_11	CD14	12825176_3_7	T	3417	\N
21663591_6_11	CCL2	21663591_6_3	PON1	3418	\N
21543296_13_10	KDR	21543296_13_8	CD34	3419	f
15306190_9_22	FER	15306190_9_8	T	3420	f
21273694_9_13	GH1	21273694_9_20	CAD	3421	\N
21463987_15_15	APOC3	21463987_15_4	APOA5	3422	f
24625756_7_23	SIAE	24625756_7_44	GATM	3423	f
23608773_11_10	M1	23608773_11_18	TNF	3424	f
19572067_11_16	TF	19572067_11_18	TFPI	3425	f
17329307_9_12	CD34	17329307_9_14	KDR	3426	f
16973241_9_11	LRP8	16973241_9_4	PSEN2	3427	f
23290307_10_16	CCR7	23290307_10_25	TNF	3428	f
17212707_5_33	HLA-B	17212707_5_49	LTA	3429	f
24691202_4_29	CD4	24691202_4_58	T	3430	f
23878415_9_11	TRPV1	23878415_9_3	TNF	3431	f
24052074_7_18	ANXA7	24052074_7_4	ABO	3432	f
21316679_6_13	APOE	21316679_6_6	NR1H3	3433	f
20890179_4_13	C2	20890179_4_46	DBP	3434	f
16973241_6_16	SOAT1	16973241_6_27	LRP1	3435	f
20066125_6_28	NOS3	20066125_6_39	HGF	3436	\N
27224005_6_14	TLR4	27224005_6_7	TLR2	3437	f
15937099_5_11	CXCL2	15937099_5_18	CXCL3	3438	\N
20377769_4_28	T	20377769_4_3	CD4	3439	f
24625756_7_42	ACE	24625756_7_44	GATM	3440	\N
2114181_5_18	LPL	2114181_5_9	T	3441	f
25552651_8_15	F12	25552651_8_17	ABO	3442	f
24265416_7_41	SAA1	24265416_7_44	SAA2	3443	f
24398697_8_6	ABCA1	24398697_8_8	ABCG1	3444	f
26445789_1_5	CD4	26445789_1_6	T	3445	f
26648785_5_27	T	26648785_5_6	CD4	3446	f
11238109_6_1	CD9	11238109_6_5	CD36	3447	t
25056994_7_2	NIN	25056994_7_4	EMR1	3448	f
25555269_3_17	CAD	25555269_3_7	CCL17	3449	f
23597430_10_19	TERT	23597430_10_34	CXCR2	3450	f
12119188_13_29	LCAT	12119188_13_40	CETP	3451	f
20360844_9_30	LIN9	20360844_9_34	GPC5	3452	\N
23337395_5_15	FAS	23337395_5_28	VCAM1	3453	f
19917672_12_13	PTN	19917672_12_2	STAT1	3454	f
25757924_7_34	CCL22	25757924_7_9	TNF	3455	f
14501582_9_7	CD14	14501582_9_9	TLR4	3456	f
12355548_7_28	AR	12355548_7_5	GSTM1	3457	f
16973241_4_0	LIPA	16973241_4_14	CETP	3458	f
15905966_6_46	TIMP3	15905966_6_52	PTEN	3459	\N
26445789_5_34	T	26445789_5_8	CD4	3460	f
15349138_9_12	APOE	15349138_9_20	ACE	3461	\N
25225013_4_22	ABCG1	25225013_4_34	ABCA1	3462	f
20385932_8_3	ABCA1	20385932_8_5	ABCG1	3463	f
11257261_4_13	ABCA1	11257261_4_97	FOS	3464	f
24988487_7_17	FLG	24988487_7_7	TPO	3465	\N
12829194_3_3	CD4	12829194_3_5	T	3466	f
27415612_7_13	KDR	27415612_7_8	CD34	3467	f
8937194_12_3	TG	8937194_12_5	PF4	3468	f
22614118_2_6	ABCA1	22614118_2_8	ABCG1	3469	\N
26114385_11_19	CAD	26114385_11_9	GC	3470	f
17521710_4_15	TNF	17521710_4_33	CCR5	3471	f
19910639_1_6	USF1	19910639_1_8	APOA5	3472	t
21481871_6_15	CD34	21481871_6_19	KDR	3473	f
23337395_7_20	PDGFB	23337395_7_22	SPP1	3474	\N
21415067_2_22	CAD	21415067_2_33	CXCL12	3475	f
23457721_4_2	TLR2	23457721_4_4	TLR4	3476	\N
25445221_9_13	PRC1	25445221_9_7	BMI1	3477	f
25880731_8_22	PON1	25880731_8_26	ADIPOQ	3478	\N
24486576_8_25	T	24486576_8_7	CD36	3479	f
23135962_4_27	TLR4	23135962_4_4	T	3480	f
10484543_9_6	CD40	10484543_9_9	TF	3481	f
16201140_3_14	TG	16201140_3_3	APOE	3482	f
18837796_12_26	TLR4	18837796_12_28	TLR5	3483	f
27146665_8_19	TNF	27146665_8_24	CCL2	3484	f
20187767_5_14	CCL11	20187767_5_28	CXCL1	3485	f
17641249_8_21	PLTP	17641249_8_9	NPC1L1	3486	f
18248681_9_21	AGT	18248681_9_23	GNB3	3487	f
20966410_9_19	FSD2	20966410_9_23	EFTUD1	3488	f
21040914_3_28	FADS1	21040914_3_36	FADS2	3489	f
11728804_4_7	STAT1	11728804_4_9	STAT3	3490	t
26677678_8_10	TLR4	26677678_8_38	TNF	3491	f
12831827_4_50	CXCR1	12831827_4_52	CXCR2	3492	f
26897258_7_16	CD80	26897258_7_20	CD40	3493	f
22369142_9_19	EBF1	22369142_9_23	SPOCK1	3494	\N
14699970_9_43	NGF	14699970_9_45	BDNF	3495	f
25261854_5_5	PON1	25261854_5_7	MPO	3496	f
20299182_13_22	UGDH	20299182_13_44	HAS2	3497	f
16822236_4_12	CETP	16822236_4_17	T	3498	f
10884292_7_44	T	10884292_7_63	APOE	3499	f
23337395_10_5	FN1	23337395_10_9	TGFB1	3500	f
26972693_8_2	PPIA	26972693_8_4	TPT1	3501	\N
23076369_7_25	PDE4D	23076369_7_7	ALOX5AP	3502	f
24690995_3_1	DDAH1	24690995_3_5	TG	3503	\N
23672804_11_25	HMGCR	23672804_11_9	CD36	3504	f
21954592_7_28	IL1RN	21954592_7_36	THBS2	3505	\N
23402987_8_33	ABCA1	23402987_8_9	ABCG1	3506	f
23685110_9_6	CD36	23685110_9_8	ABCA1	3507	f
24423365_9_27	ABCA1	24423365_9_31	APOA5	3508	\N
26223125_8_41	CD36	26223125_8_9	ABCA1	3509	f
11903340_4_26	CAD	11903340_4_52	CETP	3510	f
25472874_12_14	HR	25472874_12_4	VWF	3511	f
22489804_13_10	CD4	22489804_13_13	T	3512	f
10884428_11_14	SP1	10884428_11_29	ABCA1	3513	f
15579444_1_6	CD4	15579444_1_8	T	3514	f
22328926_9_32	MMP2	22328926_9_34	MMP9	3515	f
22009636_5_10	LPL	22009636_5_18	GPIHBP1	3516	f
20068131_8_17	TRPC3	20068131_8_32	TRPM7	3517	f
25344833_6_14	CD4	25344833_6_57	T	3518	f
24989072_6_12	BUD13	24989072_6_21	ZNF259	3519	f
20167235_6_33	CD97	20167235_6_6	M1	3520	f
23997914_2_10	APOE	23997914_2_21	CAD	3521	f
16215768_4_2	PC	16215768_4_33	PCSK9	3522	f
20042720_7_26	KLF2	20042720_7_7	HDAC5	3523	f
26253791_7_0	TRIB3	26253791_7_22	CAD	3524	f
16764031_3_1	ACE	16764031_3_24	CAD	3525	f
15925742_8_10	DBP	15925742_8_4	ACR	3526	f
24600984_7_1	OSM	24600984_7_7	CAD	3527	f
22824324_2_14	PON2	22824324_2_16	PON3	3528	\N
16195894_3_31	T	16195894_3_60	CAD	3529	f
24266306_2_41	CAD	24266306_2_62	ABO	3530	f
7614074_14_0	ACE	7614074_14_27	CAD	3531	f
19592705_8_13	APOA1	19592705_8_6	APOA4	3532	f
17603063_9_19	LPA	17603063_9_22	T	3533	f
27271309_11_14	C2orf80	27271309_11_74	ARHGAP42	3534	f
17950106_2_16	PON1	17950106_2_38	LCAT	3535	f
11395542_6_11	PMP2	11395542_6_19	FABP6	3536	\N
20142250_7_34	SLC2A2	20142250_7_72	IGF2BP2	3537	f
24625756_7_25	CPS1	24625756_7_42	ACE	3538	f
24589565_5_4	APOC2	24589565_5_6	APOA5	3539	\N
15031634_4_10	T	15031634_4_26	CD19	3540	f
15694942_4_30	APOA1	15694942_4_8	ESR1	3541	f
22796540_9_0	ANG	22796540_9_3	MGP	3542	f
24690996_6_18	ABCG1	24690996_6_2	BMP4	3543	f
26084183_4_66	ABCA1	26084183_4_75	ABCG1	3544	f
22415081_9_18	TNF	22415081_9_33	MMP9	3545	f
19878569_9_36	APOA5	19878569_9_40	CETP	3546	f
25110219_5_4	ABCA1	25110219_5_9	CETP	3547	\N
25151233_10_18	CAD	25151233_10_31	APOA5	3548	f
18321997_9_16	CD68	18321997_9_21	CD14	3549	f
22020260_9_29	ACSL1	22020260_9_4	ABCA1	3550	f
25703835_6_19	NEIL3	25703835_6_23	APEX1	3551	\N
25110219_9_4	ABCA1	25110219_9_9	LCAT	3552	f
22417841_4_17	PCSK9	22417841_4_19	APOE	3553	\N
22654671_7_1	HMGCR	22654671_7_3	LIPC	3554	f
23973527_2_11	CXCR7	23973527_2_3	CXCL12	3555	f
26084183_7_14	ABCA1	26084183_7_16	ABCG1	3556	f
25635327_1_4	CD4	25635327_1_6	T	3557	f
20813470_10_35	CD4	20813470_10_36	T	3558	f
20807568_6_0	MIF	20807568_6_19	CD74	3559	t
22815945_1_11	CX3CL1	22815945_1_9	CX3CR1	3560	t
25902778_7_2	ALOX5AP	25902778_7_7	PON1	3561	\N
21446916_5_0	TNF	21446916_5_72	TLR2	3562	f
22178066_10_18	TF	22178066_10_20	TFPI	3563	f
23424626_8_15	LIN28B	23424626_8_17	MCM8	3564	\N
22156303_7_30	HADHB	22156303_7_69	IRS2	3565	f
19046748_3_54	ALOX12	19046748_3_59	ALOX15	3566	\N
23459936_4_34	NPY	23459936_4_48	CP	3567	f
20430391_7_13	T	20430391_7_6	CD69	3568	f
15746439_5_20	SOD1	15746439_5_40	SOD2	3569	t
17925605_11_4	CD80	17925605_11_6	CD86	3570	t
19571328_8_14	FH	19571328_8_56	PCSK9	3571	f
27099791_3_54	CX3CR1	27099791_3_71	T	3572	f
25063948_12_17	TLR4	25063948_12_8	LBP	3573	f
11507973_8_4	NOS3	11507973_8_6	APOA1	3574	f
19278303_3_20	TLR1	19278303_3_8	TLR2	3575	t
16973241_3_26	APOD	16973241_3_44	LRP8	3576	f
24462138_3_26	CXCR1	24462138_3_28	CXCR2	3577	\N
23369747_8_19	TNF	23369747_8_26	TLR2	3578	f
26724531_5_16	LMNA	26724531_5_6	ZMPSTE24	3579	f
22752444_3_21	T	22752444_3_36	CCR1	3580	f
9862170_3_1	LCAT	9862170_3_3	CETP	3581	f
24882274_6_10	GPI	24882274_6_44	TF	3582	f
25781951_6_0	IL6R	25781951_6_20	IL6	3583	t
23130116_10_31	CD4	23130116_10_6	T	3584	f
11427182_10_6	LIPC	11427182_10_8	APOC3	3585	t
24007717_8_0	ABCA1	24007717_8_18	APOA1	3586	t
18248681_4_27	GNB3	18248681_4_36	PTPN22	3587	\N
22493479_7_29	HR	22493479_7_4	FEV	3588	f
17244779_13_16	SHBG	17244779_13_6	T	3589	f
24602606_9_13	VCAM1	24602606_9_26	IL10	3590	f
26100679_5_15	T	26100679_5_6	TLR3	3591	f
11393670_13_2	T	11393670_13_7	CAD	3592	f
17493152_2_17	LGALS2	17493152_2_40	LTA	3593	t
26058915_8_13	TRPM6	26058915_8_8	MUC1	3594	f
16049032_7_25	T	16049032_7_9	CETP	3595	f
21784542_12_27	TNF	21784542_12_30	IL10	3596	f
3410596_5_22	LPL	3410596_5_36	LCAT	3597	f
26183767_6_67	CXCR3	26183767_6_91	CD4	3598	f
24834996_5_7	CD80	24834996_5_9	CD86	3599	t
21324458_7_17	APOA5	21324458_7_25	APOE	3600	\N
21602467_6_10	ANXA5	21602467_6_12	BAX	3601	\N
17683612_7_23	M1	17683612_7_28	APOA1	3602	\N
22163030_10_2	CCR7	22163030_10_24	CD68	3603	f
20010835_5_17	ADAM19	20010835_5_23	PTCH1	3604	f
18035085_10_0	GCLC	18035085_10_1	T	3605	f
26169727_8_12	CXCL9	26169727_8_22	T	3606	f
23080092_5_12	TG	23080092_5_27	IGFBP3	3607	f
24048900_10_22	CXCL12	24048900_10_9	CXCR4	3608	t
24990231_3_13	CCL21	24990231_3_16	CCR7	3609	f
15306186_10_14	CAD	15306186_10_3	CP	3610	f
21316679_4_5	ABCA1	21316679_4_9	CETP	3611	f
21649636_7_25	TLR4	21649636_7_6	CD40	3612	f
15735083_8_5	CETP	15735083_8_8	PLTP	3613	f
10580178_7_13	CAD	10580178_7_16	HSPG2	3615	f
24412389_9_4	ADAM17	24412389_9_8	EGFR	3616	f
16239591_7_12	T	16239591_7_7	CD4	3617	f
23820787_3_19	BDNF	23820787_3_21	FTO	3618	\N
22274626_4_14	SREBF2	22274626_4_16	SREBF1	3619	t
22942631_4_26	CS	22942631_4_35	TF	3620	f
21687917_11_31	ABCG1	21687917_11_50	TNF	3621	f
23615645_5_11	CD163	23615645_5_9	CD68	3622	f
24989072_5_34	TG	24989072_5_38	MLXIPL	3623	f
26083729_7_14	AGER	26083729_7_46	MAF	3624	f
27166190_10_2	STAT1	27166190_10_8	IRF1	3625	t
24388253_6_102	CD69	24388253_6_28	CD4	3626	f
26523517_5_13	LSS	26523517_5_5	IRF5	3627	f
23840542_8_26	CD36	23840542_8_30	HMGCR	3628	f
23962559_6_26	STAT3	23962559_6_28	CXCR4	3629	\N
21895630_11_3	CXCL11	21895630_11_6	CXCR3	3630	t
3910056_4_1	TG	3910056_4_17	LPL	3631	f
17764548_6_12	CD14	17764548_6_14	CD34	3632	f
27172975_6_18	TNF	27172975_6_20	IL6	3633	f
25301842_5_17	CXCR6	25301842_5_9	CCR5	3634	f
16973241_3_20	APOC1	16973241_3_65	NR1H2	3635	f
11122767_6_36	LPL	11122767_6_51	LCAT	3636	f
22403608_2_1	ABCA7	22403608_2_7	ABCA1	3637	f
21241301_9_11	T	21241301_9_25	FOXP3	3638	f
21782178_6_0	CD14	21782178_6_10	TLR2	3639	t
23477743_10_28	CETP	23477743_10_30	PLTP	3640	f
20655098_7_0	IFNG	20655098_7_2	IFNGR1	3641	t
22902395_3_11	T	22902395_3_39	CD4	3642	f
24925974_12_12	LDB2	24925974_12_19	CAD	3643	f
18236227_5_16	CD68	18236227_5_19	TF	3644	f
20697023_5_14	CD74	20697023_5_40	T	3645	f
24007717_8_18	APOA1	24007717_8_20	SCARB1	3646	t
23337395_5_21	LPL	23337395_5_23	SERPINE1	3647	\N
24690996_6_16	ABCA1	24690996_6_2	BMP4	3648	f
21316679_4_7	APOE	21316679_4_9	CETP	3649	f
21479399_6_34	T	21479399_6_41	CCL22	3650	\N
21324458_6_39	APOE	21324458_6_55	APOA4	3651	f
26670794_2_32	ACE	26670794_2_57	CAD	3652	f
20959532_5_36	TLR4	20959532_5_4	CD14	3653	f
22244044_7_11	CD14	22244044_7_5	TLR4	3654	f
20723893_7_28	ABCA1	20723893_7_30	ABCG1	3655	f
22244043_2_4	FH	22244043_2_54	PCSK9	3656	f
21298446_9_14	TLR4	21298446_9_2	TLR2	3657	f
20485444_6_34	ITGA2	20485444_6_51	PON1	3658	f
27519769_17_20	MMP9	27519769_17_5	STAT3	3659	f
19412134_4_13	FGG	19412134_4_24	FGA	3660	t
21315044_6_13	CD4	21315044_6_25	FOXP3	3661	f
17950688_6_18	IL6	17950688_6_20	TNF	3662	\N
27295295_8_19	DNMT1	27295295_8_2	EZH2	3663	t
17087609_10_15	T	17087609_10_8	CD14	3664	\N
21672356_5_13	EFNA1	21672356_5_31	EPHA2	3665	f
26062988_6_10	CXCR2	26062988_6_15	CXCR4	3666	f
21910087_11_15	ABCA1	21910087_11_17	ABCG1	3667	f
23958259_7_25	CD209	23958259_7_33	CD80	3668	\N
15114099_4_17	CD36	15114099_4_50	ABCA1	3669	f
11264983_9_13	ACAT1	11264983_9_6	ACAT2	3670	t
27082829_8_10	TIMP1	27082829_8_15	ACAT1	3671	\N
20089511_11_17	TXN	20089511_11_32	IL6	3672	\N
26318748_11_13	TLR3	26318748_11_15	TLR4	3673	f
17698927_5_14	CCL11	17698927_5_25	CCL2	3674	f
17170367_1_6	CCL19	17170367_1_8	CCL21	3675	f
19260318_7_0	GLA	19260318_7_15	TG	3676	f
22872109_5_20	TLR2	22872109_5_6	T	3677	f
20010835_5_17	ADAM19	20010835_5_34	FEV	3678	f
23477743_9_68	CETP	23477743_9_73	HR	3679	f
20472010_5_20	CD14	20472010_5_9	TNF	3680	f
16814297_6_29	T	16814297_6_6	LTA	3681	f
21919686_4_14	T	21919686_4_7	FTO	3682	\N
24670831_3_10	DES	24670831_3_9	PTS	3683	f
20417517_8_19	CAD	20417517_8_6	ALDH2	3684	f
22955445_3_14	CAD	22955445_3_35	IARS	3685	t
27129797_9_0	MPO	27129797_9_8	PON1	3686	f
17848837_4_11	TG	17848837_4_7	CAD	3687	\N
27122209_5_35	CD4	27122209_5_38	T	3688	f
25523891_2_33	CAD	25523891_2_39	DES	3689	f
10067244_8_21	TG	10067244_8_29	CS	3690	f
26762617_3_16	APC	26762617_3_24	CAD	3691	f
21690490_6_27	CD4	21690490_6_32	T	3692	f
11956670_9_13	ADRB2	11956670_9_16	HTR2A	3693	f
15780535_9_52	T	15780535_9_64	SI	3694	f
21479399_5_10	CCL22	21479399_5_8	CCL17	3695	f
23398844_6_44	CD28	23398844_6_9	CD4	3696	f
26342066_17_1	AQP1	26342066_17_16	SI	3697	f
19596330_8_10	ALOX5AP	19596330_8_18	CAD	3698	\N
26822994_2_17	T	26822994_2_2	CD4	3699	f
17170367_4_5	CCL19	17170367_4_7	CCL21	3700	f
10447228_11_10	FH	10447228_11_14	CAD	3701	f
20026099_7_1	PON1	20026099_7_8	CAD	3702	f
23181436_1_11	LIPC	23181436_1_7	ABCA1	3703	\N
15531693_2_15	T	15531693_2_5	APOE	3704	\N
27249230_10_17	TNFSF4	27249230_10_4	SIRT6	3705	f
24661908_10_1	LCAT	24661908_10_13	MPO	3706	f
16054631_5_18	LTA	16054631_5_34	HR	3707	f
22113347_9_25	TNF	22113347_9_32	CXCL2	3708	\N
24723559_8_17	CXCL12	24723559_8_39	CXCR4	3709	t
26837267_5_14	CXCL1	26837267_5_4	KLF4	3710	f
19691831_13_1	APOE	19691831_13_5	NOS3	3711	t
18599063_12_15	TG	18599063_12_4	ANGPTL4	3712	f
23411158_8_40	T	23411158_8_5	CD4	3713	f
21803849_7_35	IFI30	21803849_7_50	AIF1	3714	f
24499083_6_16	ABCA1	24499083_6_18	ABCG1	3715	f
19395438_3_42	SELPLG	19395438_3_8	SELP	3716	t
22783198_7_27	CD4	22783198_7_31	T	3717	\N
23685110_9_11	ABCG1	23685110_9_6	CD36	3718	f
19593944_2_32	CAD	19593944_2_35	MB	3719	f
12679198_7_10	ABCA1	12679198_7_32	CAD	3720	f
21946608_4_19	CAD	21946608_4_5	ADAMTS4	3721	f
25819087_12_16	CHMP3	25819087_12_24	RNF103	3722	\N
25586053_7_24	VCAM1	25586053_7_28	IL6	3723	f
21352420_3_31	TG	21352420_3_5	CETP	3724	f
22212723_5_20	CAD	22212723_5_22	PTPN22	3725	f
17698927_5_30	CCL8	17698927_5_9	CXCL10	3726	f
18468205_12_11	NOS3	18468205_12_16	CAD	3727	\N
11257265_9_12	PON1	11257265_9_23	FH	3728	f
26201974_12_22	ABCA1	26201974_12_24	ABCG1	3729	\N
10582542_7_11	LCAT	10582542_7_7	CETP	3730	f
20368519_9_10	CD4	20368519_9_4	T	3731	f
16099464_3_41	CCL2	16099464_3_50	CCL4	3732	f
24025248_3_43	IRS1	24025248_3_73	MMP9	3733	f
20430392_7_26	CETP	20430392_7_30	LPL	3734	\N
21840356_3_15	IL1RN	21840356_3_8	IL1B	3735	\N
27389392_9_29	ABCA1	27389392_9_31	ABCG1	3736	f
7574108_7_49	TG	7574108_7_56	CETP	3737	f
22369142_12_13	CAD	22369142_12_23	PPP2R2B	3738	\N
12732389_1_14	CD69	12732389_1_3	T	3739	f
25463097_7_27	CXCL2	25463097_7_50	ATF3	3740	f
23093299_8_22	CD86	23093299_8_24	CD40	3741	f
26310581_5_15	COL4A2	26310581_5_29	CAD	3742	t
21316676_7_2	ALOX12B	21316676_7_4	ALOX15	3743	f
24239840_5_45	PRRX1	24239840_5_47	CAV1	3744	\N
26160041_2_20	PCSK9	26160041_2_4	FH	3745	f
20920650_5_0	FABP4	20920650_5_2	FABP5	3746	f
27295295_6_11	ABCA1	27295295_6_8	EZH2	3747	f
21224290_7_15	FER	21224290_7_20	AIP	3748	f
26015858_6_23	ABCA1	26015858_6_25	ABCG1	3749	f
21873805_11_24	CX3CR1	21873805_11_52	T	3750	f
24423365_9_45	GPAM	24423365_9_69	TCF7L2	3751	f
19650795_13_15	TNF	19650795_13_42	NFKBIA	3752	t
15780535_10_13	T	15780535_10_15	SI	3753	f
8724118_10_25	TG	8724118_10_33	SHBG	3754	\N
26342066_16_37	SI	26342066_16_62	AQP1	3755	f
20142250_4_26	CDKAL1	20142250_4_43	TCF7L2	3756	f
16115485_7_16	IFNGR1	16115485_7_22	IFNGR2	3757	\N
21376320_6_25	APOB	21376320_6_36	PCSK9	3758	\N
16125709_7_13	APOA5	16125709_7_53	APOC3	3759	f
23459936_4_39	CP	23459936_4_41	NCR2	3760	f
8094710_5_1	T	8094710_5_6	CD2	3761	t
27252658_9_10	ABCA1	27252658_9_14	ABCG1	3762	f
20096952_7_22	TAGLN	20096952_7_8	SRF	3763	f
11283381_7_22	T	11283381_7_9	TF	3764	f
22156303_7_24	CROT	22156303_7_38	CPT1A	3765	f
10729395_5_4	PON1	10729395_5_6	PON2	3766	f
21862017_5_1	MPI	21862017_5_38	SDS	3767	f
23238822_4_15	TLR2	23238822_4_6	TF	3768	f
25585028_8_12	FH	25585028_8_15	CAD	3769	f
20053405_9_3	SLC2A9	20053405_9_7	SLC17A3	3770	\N
17636430_6_10	S100A9	17636430_6_8	S100A8	3771	t
16439692_9_4	RFX5	16439692_9_6	CIITA	3772	t
16492203_5_15	ACE	16492203_5_8	AGT	3773	t
26071079_6_10	CD160	26071079_6_41	TNF	3774	f
24423365_9_31	APOA5	24423365_9_61	NAT2	3775	f
21481393_4_16	ABCG1	21481393_4_8	CD36	3776	f
21665207_5_17	TERT	21665207_5_19	POT1	3777	t
21384080_2_24	TYRO3	21384080_2_28	MERTK	3778	f
10998472_9_3	LCAT	10998472_9_5	CETP	3779	f
16855848_8_19	CETP	16855848_8_26	CAD	3780	f
25410128_8_16	CAD	25410128_8_4	PCSK9	3781	f
24423365_9_39	COBLL1	24423365_9_59	MC4R	3782	f
20932867_6_16	CD36	20932867_6_25	TNF	3783	f
11834664_6_0	TAT	11834664_6_21	PF4	3784	f
23137705_8_26	TG	23137705_8_8	TF	3785	f
15114099_4_19	CD68	15114099_4_50	ABCA1	3786	f
15292769_3_10	CD14	15292769_3_15	T	3787	\N
22360269_17_23	HDAC4	22360269_17_25	HDAC5	3788	t
26510953_2_28	APOA1	26510953_2_9	ABCA1	3789	t
18178718_6_11	CCL2	18178718_6_13	CCL3	3790	f
21446916_5_10	TLR2	21446916_5_12	TLR4	3791	f
15178707_7_12	CD4	15178707_7_13	T	3792	f
25334019_11_21	ABCA1	25334019_11_4	FGF21	3793	f
12679197_8_5	ABCG5	12679197_8_7	ABCG8	3794	t
25503069_9_15	TIMP1	25503069_9_9	ERP27	3795	\N
22160305_9_17	CXCR3	22160305_9_21	T	3796	f
23415681_13_4	TF	23415681_13_8	TNF	3797	f
26020271_6_10	CAD	26020271_6_6	TCF21	3798	\N
26101956_4_68	LPL	26101956_4_78	LRP5	3799	\N
25463124_5_18	M1	25463124_5_3	FH	3800	f
26892125_5_12	LPL	26892125_5_17	GPIHBP1	3801	f
15064105_4_13	CD4	15064105_4_23	T	3802	f
25496431_11_17	APOE	25496431_11_40	NOX1	3803	f
22780915_4_10	IL8	22780915_4_43	GK	3804	f
12730410_2_37	CAD	12730410_2_6	T	3805	t
21071558_16_4	CD34	21071558_16_8	KDR	3806	\N
20142250_4_30	FTO	20142250_4_61	SLC2A2	3807	f
23122642_5_26	NT5E	23122642_5_29	SLC20A2	3808	\N
23498341_12_27	CX3CR1	23498341_12_42	CCL2	3809	f
9535823_7_6	NGF	9535823_7_9	BDNF	3810	f
20863485_5_11	CCL22	20863485_5_19	TNF	3811	f
15777555_12_3	SHBG	15777555_12_5	TG	3812	f
25012963_4_17	CD14	25012963_4_4	CS	3813	f
16822236_4_12	CETP	16822236_4_19	LIPC	3814	f
26114387_4_10	ADIPOQ	26114387_4_20	CXCR4	3815	f
24412389_4_11	EGFR	24412389_4_28	ADAM17	3816	f
16713007_6_4	DBT	16713007_6_44	GK	3817	f
12625489_3_21	TNF	12625489_3_51	CAD	3818	f
17263791_8_1	FGG	17263791_8_6	FGA	3819	t
23316606_2_18	TG	23316606_2_4	LPL	3820	f
22330071_7_12	TRAF3	22330071_7_14	TNF	3821	f
21757659_2_10	T	21757659_2_34	NFAT5	3822	f
11132607_9_22	HGF	11132607_9_7	TNF	3823	f
22902395_1_3	CD4	22902395_1_6	T	3824	f
18349107_2_13	NOS3	18349107_2_36	CAD	3825	f
25301842_4_17	CXCL16	25301842_4_8	CCL5	3826	f
25306962_4_21	CD36	25306962_4_32	SCARB2	3827	f
25110219_6_12	LCAT	25110219_6_7	ABCA1	3828	\N
11164439_7_7	CETP	11164439_7_9	PLTP	3829	f
18384690_3_10	OLR1	18384690_3_16	CAD	3830	\N
19473509_9_7	IL18R1	19473509_9_9	IL18RAP	3831	\N
11062308_7_11	T	11062308_7_21	CAD	3832	f
27241838_12_1	FABP4	27241838_12_7	PCSK9	3833	f
9627528_8_31	CAD	9627528_8_7	LPL	3834	f
24342615_8_11	T	24342615_8_26	CD4	3835	f
12624133_5_13	ABCA1	12624133_5_47	FH	3836	f
20308035_7_17	ACE	20308035_7_25	ALOX15	3837	\N
15380774_8_31	CD40	15380774_8_35	CD86	3838	f
22508271_10_2	MTNR1B	22508271_10_6	GCK	3839	f
26190355_7_16	CD4	26190355_7_24	T	3840	f
9069518_7_43	LPL	9069518_7_71	CETP	3841	f
26880233_6_11	TLR4	26880233_6_23	TNF	3842	f
19689798_9_20	SORBS1	19689798_9_6	CREB5	3843	f
16216873_1_0	S100A8	16216873_1_2	S100A9	3844	t
26782970_9_49	HR	26782970_9_9	TNF	3845	f
23239459_5_2	TLR2	23239459_5_4	TLR4	3846	f
27296017_7_16	FBXO32	27296017_7_18	RBM20	3847	f
25234562_14_19	CAD	25234562_14_26	PCSK9	3848	t
25420483_4_3	PON1	25420483_4_6	VWF	3849	f
25552651_9_27	F12	25552651_9_40	VWF	3850	f
27098216_5_1	CYBA	27098216_5_17	CAD	3851	f
24755985_9_12	DNMT3A	24755985_9_34	KLF4	3852	f
24107715_8_3	KLF2	24107715_8_8	CD80	3853	f
17311515_11_1	CETP	17311515_11_3	PLTP	3854	f
22780915_4_41	ACTB	22780915_4_6	IL1B	3855	f
20959532_5_34	TLR2	20959532_5_4	CD14	3856	t
19041327_5_10	HDAC2	19041327_5_4	CIITA	3857	t
16258026_3_29	LCAT	16258026_3_50	CETP	3858	f
26449606_7_15	CX3CR1	26449606_7_39	T	3859	f
18922527_6_27	ABCA1	18922527_6_4	LCAT	3860	f
25296963_9_39	HR	25296963_9_7	CAD	3861	f
